rank,seed,adj_em,adj_o,adj_d,adj_t,luck,sos_em,sos_o,sos_d,ncsos_em,wins,losses,win_pct,home_win_pct,away_win_pct,power_six,n_champs,n_ffour,n_eeight,home_proxy,massey_rank,home,season,teamID
,,,,,,,,,,,0,0,,,,0,0,0,0,,,0,2017,1302
176.0,,-0.4,108.6,109.0,73.8,0.086,-0.59,106.2,106.8,4.11,64,83,0.43537414965986393,0.5483870967741935,0.35294117647058826,0,0,0,0,0.05716929888828548,114.0,0,2017,1303
107.0,,5.14,105.0,99.8,68.1,0.011,11.37,111.2,99.8,6.66,63,90,0.4117647058823529,0.5,0.2923076923076923,1,0,0,0,0.471285456542351,105.0,0,2017,1304
54.0,12.0,13.31,114.6,101.3,69.7,0.055,1.29,104.5,103.2,-1.12,118,39,0.7515923566878981,0.8076923076923077,0.6962025316455697,0,0,0,0,-0.5937142099459927,149.0,0,2017,1305
182.0,,-0.8,102.3,103.2,65.4,0.063,-4.58,102.6,107.1,-0.5,50,81,0.3816793893129771,0.4666666666666667,0.30985915492957744,0,0,0,0,0.1846982151590365,187.0,0,2017,1306
119.0,,3.44,106.5,103.1,68.8,0.024,2.14,105.4,103.2,-1.32,70,77,0.47619047619047616,0.5609756097560976,0.36923076923076925,0,0,0,0,0.07476467174486545,115.0,0,2017,1307
84.0,14.0,7.89,110.5,102.6,67.9,0.063,-4.52,101.0,105.6,-4.82,110,28,0.7971014492753623,0.8064516129032258,0.7894736842105263,0,0,0,0,-0.3490738232777093,117.0,0,2017,1308
178.0,16.0,-0.52,101.3,101.8,66.2,0.046,-5.29,102.3,107.6,8.32,58,76,0.43283582089552236,0.5555555555555556,0.35,0,0,0,0,0.28800419333522187,311.0,0,2017,1309
256.0,,-7.9,101.4,109.3,69.1,-0.067,-3.63,103.0,106.6,-4.72,63,86,0.4228187919463087,0.5217391304347826,0.3375,0,0,0,0,0.341353636046696,338.0,0,2017,1310
315.0,,-13.77,100.4,114.2,69.4,0.089,-3.88,103.0,106.9,7.91,71,62,0.5338345864661654,0.7,0.43373493975903615,0,0,0,0,0.09486286729827742,292.0,0,2017,1311
286.0,,-10.55,98.7,109.2,67.6,0.029,-3.43,104.6,108.1,-0.42,56,81,0.40875912408759124,0.5084745762711864,0.3333333333333333,0,0,0,0,0.27706933180737126,173.0,0,2017,1312
299.0,,-11.92,94.2,106.1,68.8,0.069,-9.52,99.7,109.2,6.02,73,67,0.5214285714285715,0.6,0.4625,0,0,0,0,0.37420953011583247,217.0,0,2017,1313
3.0,1.0,28.22,120.7,92.5,71.3,0.037,12.49,112.0,99.5,3.87,110,52,0.6790123456790124,0.6987951807228916,0.6582278481012658,1,0,0,0,0.6096725401624998,5.0,0,2017,1314
168.0,15.0,0.04,103.6,103.5,71.5,0.048,-5.66,103.0,108.6,3.24,58,82,0.4142857142857143,0.4909090909090909,0.36470588235294116,0,0,0,0,0.4725206648953192,208.0,0,2017,1315
255.0,,-7.64,101.8,109.5,69.9,0.025,-0.46,105.9,106.4,6.82,62,81,0.43356643356643354,0.6428571428571429,0.2988505747126437,0,0,0,0,0.16991298181294778,194.0,0,2017,1316
320.0,,-14.52,96.3,110.8,70.2,-0.08,-4.66,101.5,106.2,-8.18,71,71,0.5,0.5694444444444444,0.42857142857142855,0,0,0,0,0.8143331157631111,291.0,0,2017,1317
159.0,,0.63,107.0,106.4,66.1,-0.014,0.9,105.4,104.5,2.41,87,61,0.5878378378378378,0.6119402985074627,0.5679012345679012,0,0,0,0,0.18671926879122147,128.0,0,2017,1318
323.0,,-15.28,95.1,110.4,69.2,-0.016,-6.17,101.9,108.1,-3.31,42,100,0.29577464788732394,0.2923076923076923,0.2987012987012987,0,0,0,0,-0.9676831255794258,341.0,0,2017,1319
169.0,,0.01,97.6,97.6,63.5,0.054,4.51,107.2,102.7,7.99,72,71,0.5034965034965035,0.5657894736842105,0.43283582089552236,0,0,0,0,0.6105934104037813,85.0,0,2017,1320
38.0,8.0,15.81,111.3,95.5,65.6,0.019,8.32,109.0,100.7,-3.23,66,85,0.4370860927152318,0.5056179775280899,0.3387096774193548,1,0,0,0,0.8235391176766849,80.0,0,2017,1321
293.0,,-11.4,101.1,112.5,71.3,0.028,-5.18,101.4,106.6,6.99,41,92,0.3082706766917293,0.34615384615384615,0.2839506172839506,0,0,0,0,0.2872026851604056,332.0,0,2017,1322
27.0,5.0,19.74,118.1,98.4,67.0,0.024,10.24,110.1,99.8,-3.85,89,69,0.5632911392405063,0.6236559139784946,0.47692307692307695,1,0,0,0,0.4624974919113296,33.0,0,2017,1323
103.0,7.0,5.9,105.0,99.1,71.9,-0.011,-4.1,102.8,106.9,-5.42,81,76,0.5159235668789809,0.5714285714285714,0.4625,0,0,0,0,1.0,64.0,0,2017,1324
105.0,,5.73,105.6,99.9,70.4,-0.072,-2.9,103.5,106.4,-6.82,75,67,0.528169014084507,0.6233766233766234,0.4153846153846154,0,0,0,0,0.566631443154896,112.0,0,2017,1325
73.0,,10.2,111.2,101.0,68.0,-0.054,6.78,107.4,100.6,-4.55,102,56,0.6455696202531646,0.7010309278350515,0.5573770491803278,1,0,0,1,0.7686811760890235,56.0,0,2017,1326
,,,,,,,,,,,0,0,,,,0,0,0,0,,,0,2017,1327
65.0,,11.49,107.4,95.9,70.0,-0.102,14.13,112.5,98.3,1.16,82,68,0.5466666666666666,0.6463414634146342,0.4264705882352941,1,0,0,0,0.34288481911651003,6.0,0,2017,1328
22.0,10.0,22.48,126.0,103.5,70.4,-0.071,14.42,112.0,97.6,3.07,88,68,0.5641025641025641,0.5862068965517241,0.5362318840579711,1,0,0,0,0.1364494754145199,108.0,0,2017,1329
120.0,,3.44,100.7,97.2,61.1,-0.013,-2.4,104.0,106.4,1.5,97,54,0.6423841059602649,0.6835443037974683,0.5972222222222222,0,0,0,0,0.8143331157631111,87.0,0,2017,1330
236.0,,-6.3,104.4,110.7,69.1,-0.077,1.85,106.9,105.1,8.64,49,87,0.3602941176470588,0.5,0.2564102564102564,0,0,0,0,0.28205067270786355,199.0,0,2017,1331
10.0,3.0,25.02,118.2,93.2,67.0,0.034,8.05,109.2,101.2,0.51,117,42,0.7358490566037735,0.7912087912087912,0.6617647058823529,1,0,0,0,-0.9836052691060997,4.0,0,2017,1332
264.0,,-8.72,97.0,105.8,64.6,-0.067,5.87,108.2,102.4,-5.07,72,81,0.47058823529411764,0.5340909090909091,0.38461538461538464,1,0,0,0,0.041300085146741106,73.0,0,2017,1333
246.0,,-6.98,99.5,106.5,66.5,-0.003,1.02,105.0,103.9,-2.65,64,77,0.45390070921985815,0.5333333333333333,0.36363636363636365,0,0,0,0,-0.937604965029885,277.0,0,2017,1334
171.0,,-0.2,102.6,102.8,66.7,-0.054,-1.68,103.5,105.2,0.2,69,46,0.6,0.5660377358490566,0.6290322580645161,0,0,0,0,0.4408438087949319,189.0,0,2017,1335
87.0,,7.3,104.5,97.2,70.4,-0.013,8.52,108.5,100.0,0.43,82,73,0.5290322580645161,0.5955056179775281,0.4393939393939394,1,0,0,0,0.21353630645697474,150.0,0,2017,1336
303.0,,-12.26,102.0,114.2,68.5,0.026,1.03,105.6,104.6,-1.67,54,94,0.36486486486486486,0.4155844155844156,0.30985915492957744,0,0,0,0,-0.8252912015844369,136.0,0,2017,1337
79.0,,8.72,112.4,103.7,65.4,0.044,10.42,110.9,100.4,0.08,64,89,0.41830065359477125,0.5053763440860215,0.2833333333333333,1,0,0,0,0.6875106500938828,55.0,0,2017,1338
280.0,,-10.24,98.7,108.9,65.8,0.011,0.86,105.0,104.1,-3.81,31,107,0.2246376811594203,0.22784810126582278,0.22033898305084745,0,0,0,0,-0.9676831255794258,207.0,0,2017,1339
239.0,,-6.5,104.3,110.8,72.6,-0.057,-6.52,101.9,108.5,-0.17,64,71,0.4740740740740741,0.5573770491803278,0.40540540540540543,0,0,0,0,0.029954747734213583,280.0,0,2017,1340
313.0,,-13.64,98.0,111.6,67.6,-0.017,-8.65,99.4,108.1,11.49,80,68,0.5405405405405406,0.8301886792452831,0.37894736842105264,0,0,0,0,0.09707187567765652,337.0,0,2017,1341
350.0,,-29.2,88.9,118.1,64.1,0.018,-4.36,102.8,107.1,2.25,40,98,0.2898550724637681,0.43333333333333335,0.1794871794871795,0,0,0,0,0.4943984894487444,307.0,0,2017,1342
58.0,12.0,12.61,109.0,96.4,63.2,0.007,-1.08,103.9,105.0,2.17,61,47,0.5648148148148148,0.5652173913043478,0.5645161290322581,0,0,0,0,0.4150934683294901,62.0,0,2017,1343
60.0,11.0,12.43,108.5,96.0,66.2,0.014,7.9,109.1,101.2,-4.48,91,65,0.5833333333333334,0.6521739130434783,0.484375,1,0,0,0,0.5164588677508811,45.0,0,2017,1344
19.0,4.0,23.12,117.0,93.9,69.1,0.016,9.0,109.6,100.6,-2.38,110,46,0.7051282051282052,0.7727272727272727,0.6176470588235294,1,0,0,0,0.9434693691822807,15.0,0,2017,1345
294.0,,-11.44,101.6,113.0,73.2,0.027,-3.24,102.8,106.0,-3.67,62,84,0.4246575342465753,0.45569620253164556,0.3880597014925373,0,0,0,0,0.2926911798184131,327.0,0,2017,1346
296.0,,-11.7,96.1,107.8,64.0,0.06,-4.34,103.4,107.7,8.3,83,64,0.564625850340136,0.6190476190476191,0.5238095238095238,0,0,0,0,0.6054397776516944,236.0,0,2017,1347
34.0,11.0,16.26,111.5,95.2,66.4,-0.033,4.27,106.8,102.5,1.62,98,55,0.6405228758169934,0.6875,0.589041095890411,0,0,0,0,0.32827133752216775,21.0,0,2017,1348
155.0,,0.73,107.8,107.1,72.7,-0.028,-5.44,101.2,106.7,-6.25,61,84,0.4206896551724138,0.4583333333333333,0.3835616438356164,0,0,0,0,0.42984305508559373,200.0,0,2017,1349
92.0,6.0,7.21,110.0,102.8,68.9,0.043,2.92,105.4,102.4,-1.89,81,67,0.5472972972972973,0.5119047619047619,0.59375,0,0,0,0,0.4545969113309978,133.0,0,2017,1350
208.0,,-3.7,100.9,104.6,72.2,0.047,-4.42,102.6,107.0,-6.04,80,68,0.5405405405405406,0.6451612903225806,0.46511627906976744,0,0,0,0,0.566631443154896,180.0,0,2017,1351
266.0,,-8.77,91.6,100.4,68.8,0.032,-5.36,101.3,106.6,3.99,67,81,0.4527027027027027,0.576271186440678,0.3707865168539326,0,0,0,0,0.6931363301133481,330.0,0,2017,1352
135.0,,2.23,101.5,99.3,66.2,0.006,6.7,107.5,100.8,-9.39,76,76,0.5,0.6304347826086957,0.3,1,0,0,0,0.40483643211120435,256.0,0,2017,1353
336.0,,-19.47,99.0,118.5,68.3,0.067,-6.44,100.6,107.1,16.17,33,103,0.2426470588235294,0.39215686274509803,0.15294117647058825,0,0,0,0,0.43012444710653663,243.0,0,2017,1354
185.0,16.0,-1.19,110.2,111.4,67.2,0.029,-0.59,104.9,105.5,1.66,98,47,0.6758620689655173,0.782608695652174,0.5789473684210527,0,0,0,0,0.2999295979847795,96.0,0,2017,1355
150.0,,1.09,104.8,103.7,65.4,0.047,1.18,104.2,103.0,-2.95,78,74,0.5131578947368421,0.6049382716049383,0.4084507042253521,0,0,0,0,0.8184346340107895,157.0,0,2017,1356
301.0,,-12.12,97.6,109.7,71.1,0.018,-8.68,99.2,107.9,-5.34,64,79,0.44755244755244755,0.5,0.4074074074074074,0,0,0,0,0.31520254149384597,309.0,0,2017,1357
234.0,,-6.19,97.2,103.4,70.0,0.101,-6.44,101.4,107.8,2.7,79,60,0.5683453237410072,0.6984126984126984,0.4605263157894737,0,0,0,0,0.6540633466909027,196.0,0,2017,1358
166.0,,0.26,107.8,107.5,68.6,-0.036,-2.56,103.9,106.4,-3.56,52,89,0.36879432624113473,0.4461538461538462,0.3026315789473684,0,0,0,0,0.5835138842117742,215.0,0,2017,1359
260.0,,-8.38,100.0,108.4,63.3,0.058,-0.88,104.0,104.8,-6.68,60,79,0.4316546762589928,0.4189189189189189,0.4461538461538462,0,0,0,0,-0.9987874758406587,273.0,0,2017,1360
78.0,,8.99,104.0,95.1,64.9,-0.101,0.95,104.5,103.6,-1.88,110,43,0.7189542483660131,0.7662337662337663,0.6710526315789473,0,0,0,0,-0.7817596939146141,42.0,0,2017,1361
111.0,,4.74,102.8,98.0,69.1,0.008,-1.24,104.0,105.2,-5.69,88,63,0.5827814569536424,0.5975609756097561,0.5652173913043478,0,0,0,0,-0.9715016315066167,230.0,0,2017,1362
214.0,,-4.1,100.4,104.5,70.8,0.077,1.21,105.4,104.2,-4.42,27,109,0.19852941176470587,0.2361111111111111,0.15625,0,0,0,0,-0.999380505474047,271.0,0,2017,1363
331.0,,-17.84,91.3,109.2,64.1,0.009,-2.9,102.4,105.3,6.96,85,55,0.6071428571428571,0.6875,0.5394736842105263,0,0,0,0,-0.87319049672713,172.0,0,2017,1364
125.0,,2.81,105.5,102.7,62.6,-0.014,0.38,103.5,103.2,-4.47,70,71,0.49645390070921985,0.5057471264367817,0.48148148148148145,0,0,0,0,-0.937604965029885,302.0,0,2017,1365
317.0,,-14.14,100.6,114.7,81.0,0.054,-10.1,98.8,108.9,6.75,34,53,0.39080459770114945,0.5294117647058824,0.3018867924528302,0,0,0,0,0.43012444710653663,306.0,0,2017,1366
244.0,,-6.89,104.2,111.1,68.4,0.016,-4.65,103.5,108.2,-1.08,35,103,0.2536231884057971,0.3103448275862069,0.2125,0,0,0,0,0.4943984894487444,328.0,0,2017,1367
231.0,,-6.06,97.8,103.9,67.1,-0.054,-7.56,101.0,108.6,-3.61,61,84,0.4206896551724138,0.5,0.367816091954023,0,0,0,0,0.8628319217373716,317.0,0,2017,1368
,,,,,,,,,,,49,96,0.33793103448275863,0.42424242424242425,0.26582278481012656,0,0,0,0,0.8043412685703206,347.0,0,2017,1369
265.0,,-8.75,96.0,104.7,67.6,-0.023,-4.29,101.6,105.9,-6.58,63,70,0.47368421052631576,0.5970149253731343,0.3484848484848485,0,0,0,0,-0.7663641477399927,286.0,0,2017,1370
51.0,9.0,13.63,109.4,95.8,67.5,0.058,9.65,110.2,100.6,-2.11,97,57,0.6298701298701299,0.6790123456790124,0.5753424657534246,1,0,0,0,0.3467967623174496,21.0,0,2017,1371
233.0,,-6.19,96.7,102.9,66.3,0.04,-5.65,102.1,107.7,1.84,87,44,0.6641221374045801,0.7580645161290323,0.5797101449275363,0,0,0,0,0.6540633466909027,57.0,0,2017,1372
170.0,,-0.16,106.2,106.3,68.7,-0.009,-1.16,104.6,105.7,5.47,74,72,0.5068493150684932,0.6338028169014085,0.38666666666666666,0,0,0,0,0.31944772630116125,109.0,0,2017,1373
11.0,6.0,24.73,119.8,95.0,63.5,0.003,3.25,105.3,102.1,-0.92,92,53,0.6344827586206897,0.7209302325581395,0.5084745762711864,0,0,0,0,0.5457835890121007,12.0,0,2017,1374
243.0,,-6.76,98.7,105.5,69.7,0.012,-2.76,103.7,106.4,-5.95,69,75,0.4791666666666667,0.5675675675675675,0.38571428571428573,0,0,0,0,0.3621420792061828,195.0,0,2017,1375
24.0,7.0,20.8,108.9,88.1,68.6,-0.005,10.63,110.2,99.5,1.93,76,70,0.5205479452054794,0.5714285714285714,0.45161290322580644,1,0,0,0,0.475542523546328,38.0,0,2017,1376
143.0,8.0,1.48,104.2,102.7,70.7,0.066,-2.62,105.4,108.1,-1.86,83,59,0.5845070422535211,0.6,0.5694444444444444,0,0,0,0,0.40134036579342425,179.0,0,2017,1377
292.0,,-11.28,96.4,107.7,68.8,-0.021,1.34,104.1,102.8,-7.82,57,88,0.3931034482758621,0.43820224719101125,0.32142857142857145,0,0,0,0,0.1392693367222798,244.0,0,2017,1378
325.0,,-15.52,93.0,108.5,65.5,-0.032,-3.41,102.3,105.7,-3.6,48,90,0.34782608695652173,0.43478260869565216,0.2608695652173913,0,0,0,0,-0.04122177066874344,297.0,0,2017,1379
326.0,,-15.7,97.9,113.6,68.5,0.038,-12.49,96.7,109.2,1.38,55,86,0.3900709219858156,0.6440677966101694,0.2073170731707317,0,0,0,0,0.2644461181538631,223.0,0,2017,1380
333.0,,-18.33,101.3,119.7,71.4,-0.014,-5.16,102.2,107.4,-1.35,59,81,0.42142857142857143,0.5245901639344263,0.34177215189873417,0,0,0,0,-0.4429485779035971,343.0,0,2017,1381
91.0,,7.23,109.0,101.8,68.8,-0.027,0.05,104.7,104.7,-4.39,97,51,0.6554054054054054,0.6575342465753424,0.6533333333333333,0,0,0,0,0.5622463724868816,67.0,0,2017,1382
,,,,,,,,,,,50,88,0.36231884057971014,0.5,0.25,0,0,0,0,0.17602961259448036,268.0,0,2017,1383
,,,,,,,,,,,74,68,0.5211267605633803,0.6666666666666666,0.4050632911392405,0,0,0,0,0.5457328196263643,269.0,0,2017,1384
99.0,,6.26,109.0,102.7,73.3,-0.039,9.18,109.6,100.4,-2.77,83,74,0.5286624203821656,0.5869565217391305,0.4461538461538462,1,0,0,0,0.3467967623174496,225.0,0,2017,1385
184.0,,-1.05,102.2,103.3,68.4,-0.032,3.35,106.0,102.7,3.33,52,96,0.35135135135135137,0.4,0.29411764705882354,0,0,0,0,0.4408438087949319,44.0,0,2017,1386
273.0,,-9.58,95.4,105.0,63.5,0.082,0.81,105.2,104.4,-5.01,87,63,0.58,0.6739130434782609,0.43103448275862066,0,0,0,0,0.7887858528406146,270.0,0,2017,1387
15.0,7.0,23.67,118.7,95.0,60.2,0.03,0.41,104.3,103.9,-4.13,117,37,0.7597402597402597,0.7362637362637363,0.7936507936507936,0,0,0,0,-0.9638846033466206,17.0,0,2017,1388
95.0,,6.67,102.5,95.9,61.3,-0.024,-2.64,104.0,106.6,-2.34,75,76,0.4966887417218543,0.6086956521739131,0.4024390243902439,0,0,0,0,0.3864265886834499,197.0,0,2017,1389
102.0,,5.91,104.8,98.9,68.3,-0.008,8.53,110.2,101.6,6.04,80,73,0.5228758169934641,0.5714285714285714,0.463768115942029,1,0,0,0,-0.9342698484668861,92.0,0,2017,1390
319.0,,-14.45,100.9,115.4,72.4,-0.002,-5.23,102.8,108.0,-5.51,44,95,0.31654676258992803,0.3770491803278688,0.2692307692307692,0,0,0,0,0.9012810898350778,278.0,0,2017,1391
213.0,,-4.1,101.8,105.9,65.9,0.05,-5.85,101.9,107.8,-3.28,80,67,0.54421768707483,0.5588235294117647,0.5316455696202531,0,0,0,0,0.31944772630116125,104.0,0,2017,1392
55.0,1.0,13.31,115.7,102.3,66.8,-0.048,7.2,108.3,101.1,-3.21,92,63,0.5935483870967742,0.67,0.45454545454545453,1,0,0,1,0.4397852130923444,18.0,0,2017,1393
,,,,,,,,,,,49,84,0.3684210526315789,0.45161290322580644,0.29577464788732394,0,0,0,0,0.11861159772607166,135.0,0,2017,1394
29.0,4.0,17.51,114.5,97.0,67.1,-0.008,11.28,110.6,99.3,-3.16,86,69,0.5548387096774193,0.6483516483516484,0.421875,1,0,0,0,0.5761155964903232,168.0,0,2017,1395
118.0,,3.93,108.3,104.3,67.1,0.015,3.27,105.0,101.8,0.71,75,68,0.5244755244755245,0.5466666666666666,0.5,0,0,0,0,0.1392693367222798,83.0,0,2017,1396
57.0,,12.62,110.1,97.5,69.4,-0.053,11.2,109.3,98.1,6.58,103,51,0.6688311688311688,0.7142857142857143,0.6031746031746031,1,0,0,0,0.6894593303464012,170.0,0,2017,1397
160.0,,0.59,100.3,99.7,67.0,-0.016,-2.29,104.6,106.9,3.55,54,83,0.39416058394160586,0.4745762711864407,0.3333333333333333,0,0,0,0,0.7490393649073904,116.0,0,2017,1398
257.0,,-8.03,98.9,107.0,68.3,-0.058,-3.33,103.5,106.9,-2.6,45,101,0.3082191780821918,0.4,0.2345679012345679,0,0,0,0,0.7525035653341233,202.0,0,2017,1399
70.0,,10.51,104.2,93.7,67.6,-0.105,13.92,112.8,98.9,1.81,85,71,0.5448717948717948,0.5869565217391305,0.484375,1,0,0,0,0.0491941845288939,23.0,0,2017,1400
64.0,,11.49,108.7,97.3,64.5,-0.042,7.97,109.4,101.5,-1.94,74,69,0.5174825174825175,0.5617977528089888,0.4444444444444444,1,0,0,0,0.3802159805283203,24.0,0,2017,1401
174.0,,-0.36,101.3,101.7,62.3,0.016,-4.36,102.3,106.6,-7.98,89,57,0.6095890410958904,0.6515151515151515,0.575,0,0,0,0,0.023294236405484336,213.0,0,2017,1402
41.0,,15.11,112.6,97.5,63.8,-0.082,7.89,109.5,101.6,-11.69,103,52,0.6645161290322581,0.7628865979381443,0.5,1,0,0,0,0.05581148786976253,49.0,0,2017,1403
,,,,,,,,,,,51,88,0.3669064748201439,0.49206349206349204,0.2631578947368421,0,0,0,0,0.36783311130728735,183.0,0,2017,1404
128.0,,2.69,108.8,106.1,66.4,-0.081,-0.96,105.0,106.0,0.52,99,57,0.6346153846153846,0.7,0.5657894736842105,0,0,0,0,0.8059777711105451,132.0,0,2017,1405
116.0,,4.22,105.5,101.2,67.9,-0.009,-0.59,105.1,105.7,-1.51,65,76,0.46099290780141844,0.44594594594594594,0.47761194029850745,0,0,0,0,0.48055356993847453,125.0,0,2017,1406
137.0,15.0,2.04,109.7,107.6,68.1,-0.023,-2.86,102.4,105.3,-6.78,59,88,0.4013605442176871,0.47692307692307695,0.34146341463414637,0,0,0,0,0.20097412408631987,284.0,0,2017,1407
241.0,,-6.58,102.6,109.2,70.4,-0.075,3.43,105.1,101.6,-1.3,46,100,0.3150684931506849,0.3333333333333333,0.288135593220339,0,0,0,0,0.4476992961688827,249.0,0,2017,1408
144.0,,1.44,104.3,102.9,68.2,0.055,4.59,105.8,101.2,2.08,82,65,0.5578231292517006,0.6551724137931034,0.4166666666666667,0,0,0,0,0.4476992961688827,141.0,0,2017,1409
,,,,,,,,,,,52,81,0.39097744360902253,0.46153846153846156,0.3235294117647059,0,0,0,0,-0.21251011674528275,345.0,0,2017,1410
212.0,16.0,-4.04,103.5,107.5,68.6,0.125,-8.49,100.2,108.7,12.68,87,67,0.564935064935065,0.8431372549019608,0.42718446601941745,0,0,0,0,0.09707187567765652,162.0,0,2017,1411
196.0,,-2.52,103.9,106.4,66.1,-0.008,-2.45,103.6,106.0,0.08,89,63,0.5855263157894737,0.6162790697674418,0.5454545454545454,0,0,0,0,0.5835138842117742,89.0,0,2017,1412
218.0,16.0,-4.41,97.8,102.2,68.9,0.131,-5.31,100.8,106.1,-0.94,70,68,0.5072463768115942,0.543859649122807,0.48148148148148145,0,0,0,0,-0.9084552361195015,227.0,0,2017,1413
139.0,8.0,1.86,101.8,100.0,66.5,-0.011,-3.29,102.4,105.7,6.93,99,56,0.6387096774193548,0.65625,0.6263736263736264,0,0,0,0,-0.7938946573052961,138.0,0,2017,1414
311.0,,-13.63,92.3,105.9,67.9,-0.055,-4.78,101.4,106.2,1.84,48,89,0.35036496350364965,0.39344262295081966,0.3157894736842105,0,0,0,0,-0.7663641477399927,261.0,0,2017,1415
68.0,4.0,10.91,104.2,93.3,66.0,0.022,2.82,105.4,102.6,-6.71,90,58,0.6081081081081081,0.691358024691358,0.5074626865671642,0,0,0,0,0.15519202034880186,188.0,0,2017,1416
16.0,3.0,23.63,124.0,100.4,72.6,0.021,5.17,108.0,102.8,-4.66,102,52,0.6623376623376623,0.7282608695652174,0.5645161290322581,1,0,0,0,-0.33713923693073133,16.0,0,2017,1417
,,,,,,,,,,,89,59,0.6013513513513513,0.6438356164383562,0.56,0,0,0,0,0.046773457008997266,156.0,0,2017,1418
,,,,,,,,,,,51,93,0.3541666666666667,0.4861111111111111,0.2222222222222222,0,0,0,0,-0.9407634689425035,137.0,0,2017,1419
201.0,,-2.97,107.9,110.9,71.0,0.029,-6.24,101.3,107.5,-3.41,81,58,0.5827338129496403,0.6461538461538462,0.527027027027027,0,0,0,0,0.48347713041710016,301.0,0,2017,1420
110.0,,4.85,107.4,102.5,68.3,0.012,-4.96,102.0,107.0,6.43,65,73,0.47101449275362317,0.59375,0.36486486486486486,0,0,0,0,0.48777470490969665,140.0,0,2017,1421
121.0,8.0,3.19,107.7,104.5,66.9,0.11,-1.56,104.9,106.4,-1.63,114,39,0.7450980392156863,0.75,0.7407407407407407,0,0,0,0,0.5177178404971727,250.0,0,2017,1422
59.0,12.0,12.46,118.0,105.5,70.3,0.039,0.4,105.1,104.7,2.17,58,81,0.4172661870503597,0.417910447761194,0.4166666666666667,0,0,0,0,0.3409112942709719,65.0,0,2017,1423
248.0,,-7.01,98.3,105.3,68.4,-0.007,0.96,105.2,104.3,-3.98,75,78,0.49019607843137253,0.5274725274725275,0.43548387096774194,0,0,0,0,-0.5908732847441507,176.0,0,2017,1424
53.0,11.0,13.45,114.2,100.7,68.7,0.079,5.49,108.8,103.3,-3.37,107,53,0.66875,0.7252747252747253,0.5942028985507246,1,0,0,0,-0.7960507358995457,35.0,0,2017,1425
75.0,6.0,9.8,110.6,100.8,70.6,0.038,-0.01,104.0,104.0,6.3,81,68,0.5436241610738255,0.6417910447761194,0.4634146341463415,0,0,0,0,0.20097412408631987,86.0,0,2017,1426
251.0,,-7.25,95.4,102.7,68.1,0.016,-2.61,102.7,105.3,-0.41,63,77,0.45,0.5714285714285714,0.32857142857142857,0,0,0,0,-0.01891240633655955,334.0,0,2017,1427
47.0,3.0,14.2,113.5,99.3,68.7,-0.099,3.36,106.0,102.7,-6.19,82,64,0.5616438356164384,0.6428571428571429,0.45161290322580644,1,0,0,0,-0.33713923693073133,31.0,0,2017,1428
130.0,,2.42,106.9,104.5,66.6,-0.066,1.99,105.1,103.1,-0.45,99,56,0.6387096774193548,0.6835443037974683,0.5921052631578947,0,0,0,0,0.1851486584324844,91.0,0,2017,1429
147.0,,1.25,101.0,99.7,73.0,-0.085,-1.13,102.6,103.8,1.42,70,65,0.5185185185185185,0.6166666666666667,0.44,0,0,0,0,-0.4764785165833607,296.0,0,2017,1430
200.0,,-2.93,99.7,102.7,66.3,-0.035,-3.51,102.9,106.4,-2.74,53,85,0.38405797101449274,0.48717948717948717,0.25,0,0,0,0,-0.2642203564172909,206.0,0,2017,1431
,,,,,,,,,,,0,0,,,,0,0,0,0,,,0,2017,1432
48.0,10.0,14.07,110.1,96.0,68.8,0.026,3.65,105.8,102.2,0.91,106,50,0.6794871794871795,0.7157894736842105,0.6229508196721312,0,0,0,0,0.4545969113309978,27.0,0,2017,1433
104.0,7.0,5.82,106.3,100.5,67.2,0.069,-2.87,103.0,105.8,0.08,75,77,0.4934210526315789,0.5753424657534246,0.4177215189873418,0,0,0,0,0.8696793076135985,37.0,0,2017,1434
33.0,9.0,16.53,112.4,95.9,65.8,-0.048,11.43,110.1,98.7,6.3,60,95,0.3870967741935484,0.46938775510204084,0.24561403508771928,1,0,0,0,0.7490393649073904,84.0,0,2017,1435
63.0,13.0,11.67,111.1,99.4,64.5,0.053,-4.42,103.0,107.4,1.65,115,30,0.7931034482758621,0.8082191780821918,0.7777777777777778,0,0,0,0,0.48347713041710016,107.0,0,2017,1436
2.0,1.0,29.88,122.4,92.5,64.1,0.01,9.33,109.8,100.5,3.55,126,29,0.8129032258064516,0.8571428571428571,0.7764705882352941,1,0,0,0,0.45033390322868994,3.0,0,2017,1437
12.0,5.0,24.29,112.2,88.0,59.2,-0.03,11.68,111.5,99.8,2.29,123,29,0.8092105263157895,0.8170731707317073,0.8,1,0,0,0,0.5137356843159595,8.0,0,2017,1438
50.0,9.0,13.8,117.3,103.5,68.4,0.053,8.23,110.0,101.7,-7.98,98,51,0.6577181208053692,0.7222222222222222,0.559322033898305,1,0,0,0,0.6096725401624998,68.0,0,2017,1439
328.0,,-16.27,97.6,113.8,69.1,-0.034,-0.28,105.6,105.8,0.51,35,102,0.25547445255474455,0.3492063492063492,0.17567567567567569,0,0,0,0,0.5457835890121007,279.0,0,2017,1440
